,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0,Recency Bias,spotify:track:4sKZlRkHsoovZB9M3XbP1u,35,2023-03-10,0.672,0.072,2,-13.406,1,0.0413,0.96,0.000689,0.12,0.369,71.899,4sKZlRkHsoovZB9M3XbP1u,190187,4
1,people pleaser,spotify:track:3UEOT0hD60yGB1OMWJxLQ8,73,2022-10-07,0.692,0.758,3,-3.453,0,0.0522,0.158,0.0,0.0774,0.701,94.058,3UEOT0hD60yGB1OMWJxLQ8,146654,4
2,I know it won't work,spotify:track:5FGDtm3MXJe8LikBkOJnOQ,73,2023-02-24,0.653,0.575,5,-8.95,0,0.0594,0.537,7.9e-05,0.121,0.409,119.888,5FGDtm3MXJe8LikBkOJnOQ,245629,4
3,Vanilla,spotify:track:21lfQ6cXJF15ubyPLB6qHz,51,2017-03-31,0.633,0.761,11,-7.097,1,0.034,0.0502,0.00114,0.638,0.801,96.061,21lfQ6cXJF15ubyPLB6qHz,248438,4
4,If You Want Me Tonight,spotify:track:17YdABkVGTOe5f3JQBRAAy,49,2023-03-01,0.417,0.487,1,-6.128,0,0.0367,0.272,0.0,0.235,0.327,112.338,17YdABkVGTOe5f3JQBRAAy,239499,4
5,Lonesome & Mad,spotify:track:0eeUxgcLK8vVsk6z3eQ6u2,61,2022-12-08,0.281,0.479,4,-7.057,1,0.032,0.0965,0.000167,0.125,0.249,111.868,0eeUxgcLK8vVsk6z3eQ6u2,237285,4
6,Doses & Mimosas,spotify:track:44CZRkOxv7UItaAUmh8PgN,67,2014,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,44CZRkOxv7UItaAUmh8PgN,323253,4
7,that was then,spotify:track:62uEGaaGYd4d7oWLIh3wC2,47,2021-02-26,0.665,0.508,1,-8.951,1,0.0535,0.654,3.3e-06,0.159,0.32,77.991,62uEGaaGYd4d7oWLIh3wC2,174221,4
8,"Good, but not together",spotify:track:6YiR17DGpJa5r4X7RjwCwW,55,2023-03-02,0.496,0.493,5,-9.22,1,0.0325,0.846,2.1e-06,0.118,0.646,169.993,6YiR17DGpJa5r4X7RjwCwW,183365,4
9,paper,spotify:track:0r3sjyiC4jE179QJHG9geQ,59,2023-01-13,0.603,0.335,1,-9.694,1,0.0731,0.7,4.58e-05,0.0987,0.192,78.988,0r3sjyiC4jE179QJHG9geQ,167676,4
10,Monsters - Acoustic,spotify:track:5Flax8SUYh7MK7I55RBYkS,48,2020-06-26,0.709,0.198,3,-8.81,1,0.0362,0.903,0.0,0.148,0.292,128.318,5Flax8SUYh7MK7I55RBYkS,262020,3
11,Sweet Disposition,spotify:track:5RoIXwyTCdyUjpMMkk4uPd,64,2009-03-24,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,5RoIXwyTCdyUjpMMkk4uPd,230800,4
12,Lookaround,spotify:track:5GAakmWgae7nhYLLBujtLl,45,2023-01-28,0.331,0.498,4,-7.419,1,0.0365,0.63,0.000409,0.111,0.339,121.03,5GAakmWgae7nhYLLBujtLl,277869,3
13,CHRONICALLY CAUTIOUS,spotify:track:73ZWAySu4UX5LkpCM6zjYh,74,2023-02-24,0.698,0.581,1,-4.33,1,0.155,0.262,0.0,0.166,0.865,139.89,73ZWAySu4UX5LkpCM6zjYh,119571,4
14,The Adults Are Talking,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,77,2020-04-10,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,5ruzrDWcT0vuJIOMW7gMnW,309053,4
15,What If I Still Miss You?,spotify:track:34h9Wr114K0EjlFsjITrMW,45,2023-02-24,0.554,0.372,5,-8.441,1,0.0285,0.768,0.0,0.33,0.408,147.989,34h9Wr114K0EjlFsjITrMW,198912,4
16,Shut Me Up,spotify:track:1XuushYZmiAuKpPYTj7p3v,67,2023-02-24,0.623,0.641,10,-3.987,1,0.0462,0.0841,1.09e-06,0.06,0.735,185.888,1XuushYZmiAuKpPYTj7p3v,140710,4
17,Call Me on Your Way Home,spotify:track:31swb9YnftJG87UxyS0nG3,28,2022-07-15,0.737,0.419,0,-10.15,1,0.158,0.908,0.000272,0.109,0.36,145.781,31swb9YnftJG87UxyS0nG3,205133,4
18,The Weary Kind,spotify:track:5uqQQtXsY2HJLbPVPwcz6C,54,2010-01-01,0.48,0.313,2,-16.358,1,0.0284,0.938,0.0223,0.122,0.273,100.075,5uqQQtXsY2HJLbPVPwcz6C,258293,4
19,Dreaming,spotify:track:5UvgQPNidqUbVkpWFfmo8H,35,2019-10-25,0.617,0.121,0,-12.345,1,0.0342,0.957,0.0,0.122,0.0915,98.183,5UvgQPNidqUbVkpWFfmo8H,214088,4
20,Don't Want It,spotify:track:3wWniAZ0eX7qatyxhXrqMZ,16,2019-04-26,0.418,0.31,5,-13.549,0,0.0324,0.857,0.0973,0.0672,0.227,172.078,3wWniAZ0eX7qatyxhXrqMZ,237209,4
21,Told You So,spotify:track:0xfMFT9G8Ekk7CEYtVabIm,62,2023-02-21,0.462,0.979,1,-4.255,0,0.0664,0.000899,8.3e-06,0.33,0.542,173.957,0xfMFT9G8Ekk7CEYtVabIm,171323,4
22,American Spirits,spotify:track:0blDo5PD8DJTQVI5ATvqhW,47,2022-05-19,0.328,0.402,2,-9.792,1,0.0383,0.896,0.324,0.0832,0.378,100.087,0blDo5PD8DJTQVI5ATvqhW,244800,4
23,OUT OF MY MIND,spotify:track:5GKdWRbTtj6D6gKM9455j5,57,2023-01-20,0.89,0.429,0,-6.247,1,0.042,0.0076,0.000692,0.067,0.822,110.078,5GKdWRbTtj6D6gKM9455j5,160677,4
24,Feel a Way,spotify:track:7IyXWSZclfpkZwomSYsaZ4,50,2022-10-21,0.801,0.489,11,-7.136,0,0.0614,0.0446,0.0,0.167,0.625,92.009,7IyXWSZclfpkZwomSYsaZ4,140220,4
25,Parched,spotify:track:2HLx0fc5WDpKXxPY6IWJMC,40,2023-02-17,0.454,0.183,10,-13.36,1,0.0389,0.881,1.58e-06,0.121,0.163,156.903,2HLx0fc5WDpKXxPY6IWJMC,242391,4
26,1990something,spotify:track:4xitX45zNfQiPxDoz4Znbo,17,2023-02-10,0.591,0.893,4,-3.123,1,0.0415,0.000837,0.0,0.364,0.573,150.955,4xitX45zNfQiPxDoz4Znbo,183055,4
27,Lose a Friend,spotify:track:3Uo3QGPMTpiyAbMkj9dqgd,32,2023-02-17,0.39,0.304,5,-10.296,1,0.0374,0.651,0.000678,0.0954,0.301,99.693,3Uo3QGPMTpiyAbMkj9dqgd,195894,3
28,Don't Fade,spotify:track:1Dgcy5t2hwVGWqvbMJr88F,55,2022-06-10,0.688,0.503,2,-6.904,1,0.0309,0.402,0.0111,0.0845,0.167,134.076,1Dgcy5t2hwVGWqvbMJr88F,190253,4
29,Naïve,spotify:track:1KQZW3Bh2n926dHPzhU7QS,0,2020-05-01,0.879,0.484,7,-6.615,0,0.0745,0.0573,0.000521,0.093,0.349,119.044,1KQZW3Bh2n926dHPzhU7QS,202871,4
30,ceilings,spotify:track:2L9N0zZnd37dwF0clgxMGI,88,2022-04-08,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,2L9N0zZnd37dwF0clgxMGI,182888,3
31,Rattlesnake,spotify:track:7rNXmIrtLHJkGtobg9Anjj,54,2022-03-30,0.559,0.421,1,-10.155,1,0.0334,0.49,0.00451,0.104,0.292,78.474,7rNXmIrtLHJkGtobg9Anjj,296930,4
32,Heartache of the Wind (Prologue),spotify:track:0py2QszUwxAnnH1uRhSvJS,42,2023-02-15,0.713,0.269,11,-13.944,1,0.0319,0.954,0.000671,0.111,0.517,116.018,0py2QszUwxAnnH1uRhSvJS,144569,4
33,Tyler Herro,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,72,2020-12-11,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,3w1WjD2zJqjBjDz5fwqQPJ,156578,4
34,The Neighborhood,spotify:track:3gphm4tCS3HywYloyg0N3x,48,2022-10-07,0.656,0.399,4,-9.197,1,0.145,0.155,0.0,0.199,0.443,85.909,3gphm4tCS3HywYloyg0N3x,193655,3
35,Honey (Piano Version),spotify:track:2SJ8WZ1xO6XqSHHXzUbW6g,35,2023-01-26,0.644,0.196,2,-9.169,1,0.029,0.912,0.0,0.126,0.239,106.923,2SJ8WZ1xO6XqSHHXzUbW6g,285095,4
36,Almost Loved You,spotify:track:1gCIGVbF00N5toEK0TEmWr,47,2023-02-03,0.523,0.116,5,-10.245,1,0.0411,0.908,0.0,0.0788,0.327,76.664,1gCIGVbF00N5toEK0TEmWr,220430,4
37,VICIOUS,spotify:track:4zO08ix7nulvQHfKm1bwC7,63,2023-02-10,0.751,0.578,9,-5.911,1,0.0343,0.351,0.0,0.0689,0.523,120.064,4zO08ix7nulvQHfKm1bwC7,132794,4
38,help yourself,spotify:track:6rWU7KkCp83VbxkVSTYZnr,12,2023-02-03,0.415,0.613,2,-4.843,1,0.0377,0.335,0.0,0.189,0.366,175.926,6rWU7KkCp83VbxkVSTYZnr,160601,4
39,Lonely,spotify:track:5988sH25HFPazwE6XuSdo0,43,2023-02-10,0.72,0.715,8,-3.462,1,0.0298,0.0363,4.05e-06,0.103,0.721,106.027,5988sH25HFPazwE6XuSdo0,192736,4
40,Two Places at Once,spotify:track:7fzX3TDy4bKZTGGnXilgE4,60,2022-11-11,0.497,0.278,2,-9.959,1,0.0464,0.792,0.0,0.308,0.237,104.84,7fzX3TDy4bKZTGGnXilgE4,199395,5
41,Drama Queen,spotify:track:4NhgbJgxWJ4QzFH2nITX3C,20,2022-09-30,0.672,0.748,9,-5.128,1,0.0439,0.00115,0.0,0.486,0.51,124.993,4NhgbJgxWJ4QzFH2nITX3C,180692,4
42,Not Sorry,spotify:track:233lNGquOFpHIVPC2GKRQP,24,2022-07-15,0.556,0.508,8,-6.919,1,0.255,0.375,0.0,0.103,0.593,170.103,233lNGquOFpHIVPC2GKRQP,170120,4
43,high school sweethearts,spotify:track:25frqR4EqkZNV6E4zakjeS,14,2022-09-20,0.57,0.232,5,-12.863,1,0.126,0.835,0.0163,0.123,0.448,109.664,25frqR4EqkZNV6E4zakjeS,71129,4
44,Why Am I Like This?,spotify:track:1VaB7rOe1mK60C2M9dUl2Y,56,2019-02-08,0.63,0.423,2,-7.705,1,0.0318,0.507,2.24e-06,0.219,0.319,90.019,1VaB7rOe1mK60C2M9dUl2Y,212713,4
45,STAGEFRIGHT,spotify:track:2SXpD3qDdSx40UKuPritAR,44,2022-12-07,0.744,0.582,8,-5.576,1,0.0313,0.18,3.75e-05,0.111,0.505,94.049,2SXpD3qDdSx40UKuPritAR,181881,4
46,Becky's Plan,spotify:track:427JUJckVwkdx0susZPzjh,46,2022-03-15,0.716,0.854,10,-4.304,1,0.0677,0.132,5.3e-06,0.0616,0.963,87.538,427JUJckVwkdx0susZPzjh,185485,4
47,Madison,spotify:track:3GNnTQVqE4zUSECYzHXq0b,40,2021-08-20,0.523,0.286,5,-7.634,1,0.0923,0.458,0.0,0.113,0.337,205.336,3GNnTQVqE4zUSECYzHXq0b,224639,4
48,Breakfast With You,spotify:track:7BmSy7lf9pPK1X1y0xfgzo,35,2022-02-22,0.782,0.585,11,-5.655,1,0.033,0.115,0.0,0.0648,0.623,105.99,7BmSy7lf9pPK1X1y0xfgzo,242661,4
49,Blind,spotify:track:2CSRrnOEELmhpq8iaAi9cd,82,2022-12-09,0.461,0.279,9,-11.776,0,0.0373,0.911,0.0,0.205,0.599,114.225,2CSRrnOEELmhpq8iaAi9cd,150720,4
50,How to Be Alone,spotify:track:7uiarj8x1BdaXYYvcI6anV,62,2022-03-04,0.7,0.46,2,-7.173,1,0.129,0.506,0.0,0.108,0.63,82.828,7uiarj8x1BdaXYYvcI6anV,151078,4
51,free me,spotify:track:1scFwySIE5a0btwc1J2CHk,63,2023-01-11,0.698,0.543,11,-4.635,1,0.163,0.00547,0.0,0.0619,0.646,167.959,1scFwySIE5a0btwc1J2CHk,173705,4
52,COOL GIRL,spotify:track:4nGwHW4GNyU3hNR76CkuN3,45,2023-01-27,0.777,0.446,0,-6.406,1,0.0298,0.303,0.0,0.0992,0.676,130.051,4nGwHW4GNyU3hNR76CkuN3,180380,4
53,STUPID BIG TEETH,spotify:track:44ESvGuO5spXkHDUNQcHyu,55,2021-12-03,0.891,0.489,9,-7.22,1,0.0899,0.503,0.0,0.0883,0.791,111.055,44ESvGuO5spXkHDUNQcHyu,170621,4
54,This Is Love - Acoustic Version,spotify:track:3uuSpya2ZoT9WmsneCv7cR,20,2022-12-30,0.607,0.434,4,-6.296,1,0.0381,0.654,0.0,0.112,0.644,150.131,3uuSpya2ZoT9WmsneCv7cR,160000,4
55,Startover,spotify:track:2K2vxaBjIJGpS7bKUBtqYp,47,2023-02-03,0.729,0.673,7,-6.457,1,0.0415,0.402,0.0,0.168,0.386,110.002,2K2vxaBjIJGpS7bKUBtqYp,185600,4
56,How The Story Ends,spotify:track:2UZgjzIwe1luGtukImuXDi,46,2023-02-03,0.516,0.257,3,-11.534,1,0.0303,0.952,2e-06,0.138,0.293,95.968,2UZgjzIwe1luGtukImuXDi,165000,4
57,Growing Old,spotify:track:1uaB49Ix3l0HrNDeon3HCf,35,2023-02-03,0.8,0.677,10,-4.625,1,0.0379,0.493,3.72e-06,0.0691,0.687,102.032,1uaB49Ix3l0HrNDeon3HCf,221589,4
58,Sad in Hawaii,spotify:track:72EyF0eOgaQ7B8lJe2RocO,58,2023-02-03,0.536,0.819,2,-4.624,1,0.158,0.0135,0.0,0.119,0.563,156.942,72EyF0eOgaQ7B8lJe2RocO,151352,4
59,Happy for Me,spotify:track:08fPVDgY1iJyS8yG94YCoz,43,2023-02-03,0.665,0.569,7,-5.469,1,0.0453,0.328,0.0,0.115,0.411,131.974,08fPVDgY1iJyS8yG94YCoz,184467,4
60,Money Trees,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,79,2012,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,2HbKqm4o0w5wEeEFXm2sD4,386907,4
61,Does He Make You Happy? - Demo,spotify:track:0IM9MLjcfbVpXmoi2A2pug,45,2023-01-20,0.47,0.586,7,-7.025,0,0.0276,0.429,0.0,0.0971,0.445,171.84,0IM9MLjcfbVpXmoi2A2pug,243375,4
62,MUST BE NICE,spotify:track:7FGDL2pk8qcJDAvn4BF3Al,67,2023-01-25,0.539,0.338,2,-8.693,1,0.0299,0.911,0.0,0.106,0.247,99.786,7FGDL2pk8qcJDAvn4BF3Al,175916,4
63,I'll Scream (All the Words),spotify:track:5XennSN9tgLRZTdvhGTrBp,60,2023-01-27,0.475,0.347,1,-7.84,1,0.0332,0.886,0.0,0.107,0.165,174.268,5XennSN9tgLRZTdvhGTrBp,193458,4
64,kissing girls,spotify:track:5lCtzEEl2FxySHX4zR9yEf,53,2020-05-29,0.415,0.456,0,-7.315,1,0.106,0.934,0.0,0.49,0.72,181.452,5lCtzEEl2FxySHX4zR9yEf,100750,3
65,Mr. Morale,spotify:track:6CmpZfKUQ2KerzBFZ3QKFr,67,2022-05-13,0.727,0.53,9,-8.616,1,0.312,0.283,2.76e-05,0.392,0.258,174.025,6CmpZfKUQ2KerzBFZ3QKFr,210841,3
66,Kill Bill - Acoustic,spotify:track:5ReIs3aH4wfBjp93QOtWAl,64,2023-01-24,0.347,0.378,8,-9.96,1,0.0354,0.857,0.0,0.118,0.61,173.482,5ReIs3aH4wfBjp93QOtWAl,168609,4
67,"Of Course, I Still Love You",spotify:track:5LlSCeIh4DnZT8rp6sVYcY,11,2021-06-11,0.509,0.0874,7,-16.455,1,0.0446,0.916,0.00233,0.087,0.333,109.946,5LlSCeIh4DnZT8rp6sVYcY,158800,4
68,For an Evening,spotify:track:2ry3JuCKfudzLz0TUeQPgp,47,2022-12-30,0.65,0.104,0,-12.115,1,0.0423,0.968,0.00015,0.132,0.174,81.915,2ry3JuCKfudzLz0TUeQPgp,255667,4
69,Bird of Prey,spotify:track:5HD4hzwB33Jyr4vhQqLQit,44,2022-03-11,0.71,0.218,5,-12.283,0,0.0581,0.783,1.49e-06,0.113,0.243,84.848,5HD4hzwB33Jyr4vhQqLQit,168213,4
70,"Take Me Home, Country Roads - Original Version",spotify:track:1YYhDizHx7PnDhAhko6cDS,71,1971,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,1YYhDizHx7PnDhAhko6cDS,190160,4
71,Only Emotion,spotify:track:0Dsf7Ye0y4FyhcbeAQza1A,17,2021-02-26,0.533,0.404,9,-9.919,0,0.0336,0.578,0.0,0.0666,0.288,139.087,0Dsf7Ye0y4FyhcbeAQza1A,226489,4
72,"Honey, I",spotify:track:0fKgIfltjBZFvgaWdYlWEr,32,2019-07-12,0.536,0.254,6,-10.783,1,0.0423,0.825,3.27e-06,0.109,0.302,119.782,0fKgIfltjBZFvgaWdYlWEr,153469,4
73,Best for you,spotify:track:5OJ2wB7Xig4tKQd7Qodrbg,12,2022-08-12,0.567,0.549,7,-8.708,1,0.0474,0.0566,0.0,0.125,0.379,103.054,5OJ2wB7Xig4tKQd7Qodrbg,171851,4
74,Chariot,spotify:track:1ZHboJHdP97xyCaQWuP9h6,50,2023-01-20,0.516,0.915,2,-5.846,1,0.0545,0.00328,0.0202,0.0937,0.556,168.027,1ZHboJHdP97xyCaQWuP9h6,200693,4
75,Can't move on,spotify:track:2xHm4HI6kylJeRaY6wWgOq,6,2023-01-20,0.46,0.876,4,-4.488,1,0.0878,0.000736,0.00229,0.155,0.344,161.915,2xHm4HI6kylJeRaY6wWgOq,219260,4
76,Anything Can Happen,spotify:track:7jsXTvKtjaf6emYflX5bN0,57,2023-01-20,0.547,0.699,2,-6.329,1,0.0461,0.0625,0.0,0.0904,0.488,155.862,7jsXTvKtjaf6emYflX5bN0,189440,4
77,eMotion Picture,spotify:track:0rdNJlY1DpVkDIA8esnzLD,11,2023-01-12,0.489,0.533,3,-6.465,1,0.0319,0.161,0.00016,0.132,0.0803,135.113,0rdNJlY1DpVkDIA8esnzLD,196425,4
78,Backseat Freestyle,spotify:track:3aGibUHhQyBsyumYHylw0K,66,2012,0.546,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.646,77.878,3aGibUHhQyBsyumYHylw0K,212653,4
79,Portugal,spotify:track:62yxmPJlD2SFwbZINLnc5e,13,2021-06-11,0.418,0.112,0,-17.696,1,0.0605,0.943,0.000242,0.108,0.175,148.592,62yxmPJlD2SFwbZINLnc5e,248907,3
80,Parking Lot,spotify:track:3PKxQ93NYX0LG6xs2JuM0j,52,2021-03-05,0.429,0.343,0,-8.258,1,0.0638,0.854,4.86e-06,0.268,0.417,76.964,3PKxQ93NYX0LG6xs2JuM0j,161893,4
81,Bitter,spotify:track:68RVDDwyhB281xX5bdYPJH,42,2021-03-19,0.805,0.481,10,-7.77,0,0.0368,0.4,0.0,0.0805,0.796,94.977,68RVDDwyhB281xX5bdYPJH,186000,4
82,Boys Will Be Boys,spotify:track:0vQcyuMEfRBd21ojZ62N2L,59,2020-03-27,0.768,0.486,3,-5.954,1,0.0353,0.408,0.0,0.098,0.519,125.021,0vQcyuMEfRBd21ojZ62N2L,166266,4
83,You're Still The One,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,76,1997-11-04,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,1wb4P4F0sxAQ2KXrRvsx6n,212200,4
84,needy,spotify:track:1TEL6MlSSVLSdhOSddidlJ,71,2019-02-08,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,1TEL6MlSSVLSdhOSddidlJ,171573,4
85,Throwback Tears,spotify:track:68Z7JAEz6ZSFJ9bA4KFGRg,54,2023-01-12,0.737,0.711,1,-5.602,1,0.0407,0.1,1.8e-06,0.482,0.652,90.043,68Z7JAEz6ZSFJ9bA4KFGRg,117943,4
86,Rivers,spotify:track:1dBje6EOpDBLdoKGo94DEa,50,2016-08-17,0.562,0.25,5,-11.977,1,0.0325,0.959,0.000836,0.107,0.595,100.804,1dBje6EOpDBLdoKGo94DEa,236854,4
87,Nobody Gets Me,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,86,2022-12-09,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,5Y35SjAfXjjG0sFQ3KOxmm,180853,3
88,all my ghosts,spotify:track:46BHP7nFOrGQPLW8mCxzZr,62,2022-04-08,0.638,0.293,3,-11.703,1,0.0478,0.342,0.000624,0.448,0.488,155.083,46BHP7nFOrGQPLW8mCxzZr,197032,4
89,Stolen Dance,spotify:track:6vECYJHxYmm3Ydt3fF01pE,71,2014-06-20,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,6vECYJHxYmm3Ydt3fF01pE,313684,4
90,leave this party,spotify:track:3m0Z0qQb4hQhivHx7rrdKB,48,2023-01-11,0.636,0.496,8,-8.194,1,0.195,0.854,0.0,0.0878,0.612,144.877,3m0Z0qQb4hQhivHx7rrdKB,179500,4
91,Evergreen (You Didn’t Deserve Me At All),spotify:track:2TktkzfozZifbQhXjT6I33,80,2022-04-08,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,2TktkzfozZifbQhXjT6I33,216680,3
92,I WISH I COULD HATE YOU FOR BREAKING ME AND CALLING IT LOVE,spotify:track:5ewK2ShXk38VrfE2jSK14P,58,2022-07-22,0.392,0.69,11,-3.171,1,0.0782,0.311,0.0,0.124,0.359,163.865,5ewK2ShXk38VrfE2jSK14P,134747,3
93,I Hate U,spotify:track:5dXWFMwD7I7zXsInONVl0H,73,2021-12-03,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,5dXWFMwD7I7zXsInONVl0H,174000,5
94,You Just Didn't Like Me That Much,spotify:track:08uFpUUmJVfmF2tdUBejfg,57,2022-10-28,0.704,0.822,9,-5.213,1,0.129,0.475,0.0,0.218,0.754,100.125,08uFpUUmJVfmF2tdUBejfg,156126,4
95,SOMEONE ELSE'S PROBLEM,spotify:track:3yaLVo3UBWXEy9FcHl8kOb,61,2022-10-27,0.524,0.511,9,-5.673,1,0.0621,0.3,2.6e-05,0.114,0.444,171.648,3yaLVo3UBWXEy9FcHl8kOb,160000,4
96,Kill Bill,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,93,2022-12-08,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947,4
97,Dancing With Your Ghost,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,78,2019-06-28,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,1TQXIltqoZ5XXyfCbAeSQQ,197732,4
98,Deeper Than It Seems,spotify:track:1B0os1TYAHh0UdOVBpHvMR,51,2022-12-02,0.727,0.253,1,-8.809,1,0.0337,0.598,0.0,0.0843,0.372,94.059,1B0os1TYAHh0UdOVBpHvMR,181062,4
99,entertainment,spotify:track:4kCuaybS1cpawD2W90fsfN,41,2020-06-26,0.525,0.653,0,-7.373,1,0.0248,0.266,1.2e-05,0.146,0.343,102.014,4kCuaybS1cpawD2W90fsfN,184843,4
100,Almost,spotify:track:2RoQMujhsEkJDzGCBxY9zJ,45,2021-02-26,0.73,0.418,3,-8.287,1,0.0496,0.766,0.0,0.0871,0.469,101.839,2RoQMujhsEkJDzGCBxY9zJ,176135,4
101,Shooting Glances,spotify:track:7d53ASWUBddKKUphnvxj6m,41,2022-06-03,0.43,0.814,1,-6.982,0,0.0615,0.129,0.000219,0.103,0.588,164.938,7d53ASWUBddKKUphnvxj6m,178004,4
102,Bad Side,spotify:track:28FniOyvSxbe92zYJDXAKx,56,2020-02-07,0.672,0.349,8,-5.965,1,0.0809,0.835,0.0,0.114,0.246,120.718,28FniOyvSxbe92zYJDXAKx,160624,3
103,State of Things,spotify:track:1M8r00cbFYd55FA81a2o8e,16,2022-12-13,0.807,0.674,9,-7.106,0,0.0527,0.159,0.000919,0.0139,0.827,117.047,1M8r00cbFYd55FA81a2o8e,140125,4
104,I Hope It's You,spotify:track:5XLNl6C4JSwIo7ABAOdbHh,33,2018-01-14,0.396,0.227,11,-8.96,1,0.0388,0.98,0.00208,0.169,0.171,133.061,5XLNl6C4JSwIo7ABAOdbHh,237250,4
105,If We Were Vampires,spotify:track:250RLekaiL1q9qZer975Eg,63,2017-06-16,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609,250RLekaiL1q9qZer975Eg,215564,4
106,Something in the Orange,spotify:track:3WMj8moIAXJhHsyLaqIIHI,86,2022-04-22,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3WMj8moIAXJhHsyLaqIIHI,228013,3
107,Hypochondriac,spotify:track:3GXQOlfK0oPdsW6Y5ptII6,44,2020-10-09,0.641,0.234,11,-12.34,1,0.037,0.867,0.0,0.0942,0.373,136.059,3GXQOlfK0oPdsW6Y5ptII6,202453,4
108,Tyler Herro,spotify:track:4DuUwzP4ALMqpquHU0ltAB,67,2020-10-22,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,4DuUwzP4ALMqpquHU0ltAB,156498,4
109,SUVs (Black on Black),spotify:track:1MIGkQxcdAt2lDx6ySpsc5,65,2021-08-03,0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928,1MIGkQxcdAt2lDx6ySpsc5,157675,4
110,Mother I Sober (feat. Beth Gibbons of Portishead),spotify:track:6NZOc8kO0Fxo0fLPvIdLnW,1,2022-05-13,0.492,0.369,8,-14.861,0,0.329,0.87,2.85e-05,0.11,0.491,140.012,6NZOc8kO0Fxo0fLPvIdLnW,406528,4
111,Creepin' (with The Weeknd & 21 Savage),spotify:track:2dHHgzDwk4BJdRwy9uXhTO,94,2022-12-02,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,2dHHgzDwk4BJdRwy9uXhTO,221520,4
112,Swain,spotify:track:3H6dgI4lTrtqTT10bm6tWC,36,2022-12-16,0.345,0.69,7,-7.945,1,0.0373,0.305,0.00351,0.176,0.488,105.092,3H6dgI4lTrtqTT10bm6tWC,180000,3
113,Your New Girlfriend,spotify:track:139QxZxc6JdWCmJXCEU43q,33,2022-12-23,0.449,0.474,6,-9.642,1,0.0648,0.795,0.00581,0.108,0.412,150.295,139QxZxc6JdWCmJXCEU43q,236000,4
114,how does your girlfriend feel about it,spotify:track:6Z1nBzbcsdCvoLF2G3Cl35,51,2022-04-01,0.779,0.586,3,-6.813,1,0.0767,0.077,0.00019,0.0603,0.83,145.142,6Z1nBzbcsdCvoLF2G3Cl35,153570,4
115,One More Shot,spotify:track:5lsSHLrIl01eG4HHXhvxRZ,58,2022-10-05,0.764,0.436,8,-6.224,1,0.038,0.725,0.0,0.0784,0.565,109.962,5lsSHLrIl01eG4HHXhvxRZ,141184,3
116,Mammal Talk,spotify:track:4LqNHIlqUEKbDGWZ8dZnSm,46,2018-06-24,0.4,0.413,1,-15.712,1,0.0443,0.862,0.147,0.108,0.373,119.985,4LqNHIlqUEKbDGWZ8dZnSm,196000,4
117,Dirty Dirty,spotify:track:574SDj6oswpGu5s9EM5mFT,48,2017-09-06,0.432,0.429,2,-6.511,0,0.058,0.295,0.0,0.293,0.141,141.662,574SDj6oswpGu5s9EM5mFT,200227,4
